HD,SpType
217340,G3 V              
217341,F6 V              
217342,K2/3 (III)        
217343,G3 V              
217344,G5 VP             
217345,A6 IV             
217346,A6 IV           
217352,K0 III/IV         
217353,F3 (V)            
217354,F0 V              
217355,F0/3              
217356,F8/G0 V           
217357,K5/M0 V           
217358,K1 III            
217359,F3/5 V            
217360,K0 III            
217361,G1/2 V            
217362,M3 III           
217363,A8 IV            
217364,G8/K0 III       
217365,G8 III          
217366,G3 V            
217373,A4/5  II          
217374,G2 IV/V           
217375,G3/5 V            
217376,F3 IV             
217377,F5 V              
217378,F6WF2/3 V         
217379,K5 (V)            
217380,K2 III           
217381,F5 (V)           
217388,F0/2 V            
217389,K2/3 IV           
217390,F8 V              
217391,F3/5 V            
217392,A5 IV             
217393,M1/2 III          
217394,K3/4 V            
217395,G2 V             
217396,G8 IV            
217397,G8/K0 III       
217402,K4/5 (III)        
217403,K3 III           
217404,A5 IV           
217405,K1/2 III        
217406,K1 III          
217409,F8 V              
217410,G8 IV             
217411,G3 V              
217412,G8/K0             
217413,G0                
217414,G3/5              
217415,F3 V              
217416,G2/3 V            
217417,A3MA5-F0          
217418,K4 III           
217419,F8 V             
217420,G2/3 IV         
217421,K0 III          
217422,K1/2 III        
217428,G8/K0 III         
217429,G2 V              
217430,F3 V              
217431,K0/1 III + (G)    
217432,K1 III            
217433,G3/5 V            
217434,G3 V              
217435,K2 III          
217436,G6/8 IV         
217437,F0 V            
217444,A8/9  IV/V        
217445,F5 V              
217446,K1 III            
217447,G6/K0 IIIP        
217448,A8 V + (G/K)      
217449,G0 V              
217450,G/K III + A/F     
217451,K3 III            
217452,F7 IV            
217453,K3 III          
217458,F8/G0 V           
217459,K2/3 III          
217460,F5 IV             
217461,K2 (III)          
217462,K4 III            
217467,G8/K0 III         
217468,G0 V              
217469,G8 V              
217470,F5 V             
217471,K1 III           
217472,F6/8 V          
217473,K0/1 (III)      
217474,F8/G0 V         
217482,G8/K1             
217483,K1/2 III          
217484,K3 III            
217485,G0 V             
217486,K3 V             
217487,K1 V             
217488,F2/5 IV/V + A7/9
217496,K0 III            
217497,K1 III            
217498,A2 V              
217499,G6 V              
217500,G6 V              
217501,K0 III            
217502,K3 III            
217503,G0 V             
217504,F5 V            
217505,B2 III/IV       
217506,M5/6            
217512,G1 V              
217513,F6 V              
217514,F3 V              
217515,F2 V              
217516,F7 V              
217517,G0 V              
217518,K1 III + G        
217519,K1 III            
217520,G3 V              
217521,G8 IV             
217522,AP (SI)CR        
217529,M3 III            
217530,G3 V              
217531,K4 III            
217532,K1 III            
217533,K0 III            
217534,K0 III            
217535,K0 III            
217536,F3 V              
217537,F6/7 V           
217538,F8/G0 V          
217539,F5 V            
217545,A0 IV/V           
217546,K2/3 III          
217547,F7/G1             
217548,K0 III            
217549,K0 III           
217550,F3 IV            
217551,G8/K0 III       
217552,G5/6 III/IV     
217561,G8 IV             
217562,F5 V              
217563,G5 II/III         
217564,G5                
217565,F8 V              
217566,F3 V             
217567,F3 V             
217570,F5 V              
217571,K4/5 III          
217572,K0 III            
217573,G8/K0 IV          
217574,K1 III           
217578,G0 V              
217579,F7/8 IV/V         
217580,K3 V              
217581,G5 V              
217582,K1/2 (III)        
217583,K2 II             
217584,K1 (III)         
217590,G8 III            
217591,K0 III            
217592,F7/G0             
217593,K1 III + A3/7 V   
217594,F5 V              
217595,F5 V             
217596,F6 V             
217597,G8 IV            
217598,K0 III          
217605,K5 III            
217606,K0/2 (III)        
217607,G3/5 V            
217608,F8 V              
217609,K1 III            
217610,A9 V              
217611,G8 IV             
217612,F0 V             
217613,F6/7 V           
217614,K0 III          
217615,K0 III          
217622,A5 V              
217623,G8/K0 III         
217624,G8 III            
217625,F6 V              
217626,F3 IV/V           
217627,M2 III            
217628,G8 IV             
217629,F6 V              
217630,G8/K0 III        
217631,K2/3 III         
217632,G2/3 V          
217639,G1/2 V            
217640,FM DELTA DEL      
217641,K4 III            
217642,K1 III            
217643,G3/5             
217644,G6/K0            
217645,K2/3 III        
217646,A2/3 V          
217647,A2 V            
217653,K1 III            
217654,G8/K0 V           
217655,F5 V             
217656,K1 III           
217664,F0 V              
217665,K1 (III)          
217666,F2/3 V + (F)      
217667,F8/G0 V           
217668,F5 V              
217669,G3 V              
217670,B9.5 V           
217671,F8 V            
217679,F6 V              
217680,M2 III            
217681,K0 III            
217682,F7/G0             
217683,G1/2 V            
217684,A2/3 V            
217685,F6 V              
217686,F6 V            
217687,M2/3 III        
217688,F8 V            
217689,M1 III          
217690,K0 III          
217699,G2 V              
217700,F3 V              
217701,M1 III            
217702,F3 V              
217703,K0 III            
217704,AP SR             
217705,G8 IV             
217706,G8 III            
217707,G6 V             
217708,F6 (V)           
217709,K1 III           
217710,F2/3 V          
217719,F7 V              
217720,A9 V              
217721,G8 IV             
217722,K1 III            
217723,F2 V              
217724,K1 III            
217725,K1 III/IV         
217726,F7 V             
217727,F5/6 III/IV     
217728,K0 III          
217729,K2              
217733,K0 III            
217734,K1 III            
217735,A9 IV/V           
217736,G5 V              
217737,F5 V              
217738,G               
217739,G0/3            
217740,G6/8 V          
217743,G5                
217744,F6 V              
217745,F0/2 V            
217746,F5/6 V           
217747,F5 V             
217748,G0/2 V          
217749,F/G + F/G       
217750,G8 IV           
217757,A3 II/III         
217758,M3 (III)          
217759,F8 V              
217760,K0 III            
217761,F7 V              
217762,G0                
217763,K0 III            
217764,K1 (III)          
217765,F3 V              
217766,F7 V             
217767,F8 V            
217773,A2 IV             
217774,K2 (III)          
217775,F0 V              
217776,G3/6              
217777,K5 III            
217778,F3/5 V           
217779,F5 V            
217780,G3 V            
217786,F8 V              
217787,G3 V              
217788,G0 V              
217789,G8/K0 (IV)        
217790,F7/G0             
217791,K1 III            
217792,A9 V              
217793,K2/3 III          
217794,K2 III           
217795,A5 V            
217801,F6 V              
217802,F0 V              
217803,A0                
217804,K1/2 (III)        
217805,K3 III            
217806,G3/5 V            
217807,M1 III           
217808,G3/5WA/F         
217809,G8 III          
217815,K1 (III)          
217816,G0 V             
217820,K0                
217821,F6 V              
217822,G5/6 V            
